token,frequency,length_glyphs,neighbors_distance_1,examples_distance_1,neighbors_distance_2,examples_distance_2,neighbors_within_2
A1Q2K1B1A2,26,5,9,A1Q2J1B1A2|A1Q2K2B1A2|A1Q2K1A2|A1Q2K1J1B1A2|A1Q2A1B1A2|A1Q1K1B1A2|A1Q2K1J1A2|D1A1Q2K1B1A2|A1P1K1B1A2,29,K1B1A2|A1Q2K2A2|A1Q2A2|A1Q1J1B1A2|A1Q1K2B1A2|D1A1Q2J1B1A2|D1A1Q2K2B1A2|D1A1Q2K1A2|A1B1A2|D1A1Q1K1B1A2,38
D1A1P1K1J1B1A2,26,7,3,A1P1K1J1B1A2|D1A1Q1K1J1B1A2|D1A1Q2K1J1B1A2,12,D1A1Q1J1B1A2|D1A1Q2J1B1A2|D1A1Q1K1B1A2|A1Q2K1J1B1A2|P1K1J1B1A2|A1B2K1J1B1A2|D1A1Q1K1J1A2|A1P1K1J1A2|A1Q1K1J1B1A2|D1A1Q2K1B1A2,15
K1A3B2,26,3,13,K1A1B2|A3B2|B1A3B2|K1A3C1|K1A3G1|C2A3B2|K1B2|K1J1A3B2|Q1A3B2|K1B1A3B2,65,B1A3G1|A1B2|A3G1|A3C1|K1J1A2|B1A3C1|K1A1C1|B1A3F1|K1K2A2|L1A1B2,78
K1B2,26,2,8,A1B2|K1A1B2|A3B2|B2|K1A2|K1A1|K1A3B2|B1B2,66,A3G1|A1C1|A3C1|C2|K1J1A2|A2|B1A2|B1A3B2|K1A1C1|K1K2A2,74
L1B1A2,26,3,12,L1J1B1A2|B1A2|L1J1A2|K1B1A2|L1K2A2|L1A2|L1K2B1A2|L1A1B1A2|A1B1A2|L1U1A2,47,K1J1B1A2|K1J1A2|A2|K1K2A2|L1A1B2|K1A2|K1U1A2|U2A2|A1Q2A2|L1A1,59
Q2J1B1A2,26,4,6,K1J1B1A2|L1J1B1A2|A1Q2J1B1A2|Q1J1B1A2|Q2K1J1B1A2|A2Q2J1B1A2,45,K1J1A2|B1A2|L1J1A2|K1B1A2|B2K1J1B1A2|A1Q1J1B1A2|A1Q2K2B1A2|K1J1A1B1A2|K1A1B1A2|D1A1Q2J1B1A2,51
A1Q1A3B3,25,4,7,A1Q1A3G1|A1Q1A3C1|A1Q1A3B2|A1Q1A3F1|A1Q2A3B3|D1A1Q1A3B3|A1Q1A3F3,39,D1A1Q1A3F1|D1A1Q1A3G1|D1A1Q1A3B2|A1Q1K2A2|D1A1Q1A3C1|A1Q2A3G1|A1Q2A3C1|A1Q2A3B2|A1Q2A3F1|A1Q1A2,46
A2Q1A3C1,25,4,5,A1Q1A3C1|Q1A3C1|A2Q1A3G1|B2Q1A3C1|A2Q2A3C1,30,A3C1|B1A3C1|A1Q1A3G1|D1A1Q1A3C1|A1Q2A3C1|A1Q1A3B2|A1Q1A3F1|Q1A3G1|K1A3C1|C2A3C1,35
A2Q2K2A2,25,4,7,A1Q2K2A2|A2Q1K2A2|A2Q2K2B1A2|A2Q2A2|Q2K2A2|A2K1K2A2|A2Q2J1A2,21,K1K2A2|A1Q1K2A2|L1K2A2|A1Q2A2|A1Q2K2B1A2|A2Q2A3G1|A1Q2J1A2|Q1K2A2|B2Q1K2A2|D1A1Q2K2A2,28
B2L1J1B1A2,25,5,4,L1J1B1A2|B2K1J1B1A2|B1L1J1B1A2|B2Q1J1B1A2,23,K1J1B1A2|L1J1A2|A1Q2J1B1A2|A1Q1J1B1A2|L1K2B1A2|L1A1B1A2|B2K1J1A2|Q1J1B1A2|L1J1A1B1A2|B2Q1K2B1A2,27
Q1A2,25,2,13,A2|B1A2|K1A2|U2A2|L1A2|A1Q1A2|Q1K2A2|C2A2|U1A2|Q1K1A2,67,A1B2|A3G1|A1C1|A3C1|C2|K1J1A2|L1J1A2|A3B2|K1K2A2|A1,80
A1B2A1C1,24,4,3,B2A1C1|A1Q2A1C1|A1Q1A1C1,29,A1B2|A1C1|K1A1C1|A1Q2A3C1|A1Q1A3C1|L1A1C1|K1J1A1C1|A1Q1A1B2|A1Q2A1B2|B1A1C1,32
A1Q2J1A1B2,24,5,5,A1Q2A1B2|A1Q1J1A1B2|A1Q2K1A1B2|A1Q2J1A1C2|Q2J1A1B2,14,K1J1A1B2|A1Q2J1B1A2|A1Q2A3B2|L1J1A1B2|A1Q1A1B2|D1A1Q2A1B2|A1Q2J1A2|Q2A1B2|D1A1Q1J1A1B2|A1Q2A1C1,19
A1Q2K1A1B2,24,5,2,A1Q2A1B2|A1Q2J1A1B2,18,K1A1B2|A1Q2A3B2|A1Q1A1B2|A1Q1J1A1B2|D1A1Q2A1B2|Q2A1B2|A1Q2A1C1|A1Q2K1A2|A1Q2K1B1A2|A1Q2K1J1A2,20
A2Q1K2B1A2,24,5,6,A1Q1K2B1A2|A2Q1K2A2|Q1K2B1A2|B2Q1K2B1A2|A2Q2K2B1A2|A2Q1J1B1A2,19,D1A1Q1K2B1A2|A1Q1K2A2|A1Q1J1B1A2|A1Q2K2B1A2|L1K2B1A2|K1K2B1A2|A1B2Q1K2B1A2|Q1J1B1A2|Q1K2A2|B2Q1K2A2,25
D1A1Q1M1A2,24,5,5,D1A1Q1K2A2|D1A1Q1A2|D1A1Q1J1A2|D1A1Q1K1A2|A1Q1M1A2,23,D1A1Q1K2B1A2|D1A1Q1A3F1|D1A1Q1A3G1|D1A1Q1J1B1A2|D1A1Q1A3B2|A1Q1K2A2|D1A1Q1A3C1|D1A1Q1A1B2|A1Q1A2|D1A1Q2A2,28
K1K2C2,24,3,4,K1K2A2|K1J1C2|K1A1C2|K1K2A1,24,K1A1B2|C2|K1J1A2|K1A1C1|K1A2|K1B1A2|L1K2A2|K1U1A2|K1U2A2|K1A3C1,28
L1A3C1,24,3,9,A3C1|B1A3C1|L1A1C1|K1A3C1|C2A3C1|Q1A3C1|Q2A3C1|L1J1A3C1|L1A3G1,61,B1A3G1|A3G1|A1C1|L1J1A2|A3B2|B1A3B2|K1A1C1|B1A3F1|L1A1B2|C1,70
P1K1J1B1A2,24,5,6,K1J1B1A2|B2K1J1B1A2|A1P1K1J1B1A2|Q2K1J1B1A2|B1K1J1B1A2|Q1K1J1B1A2,27,L1J1B1A2|K1J1A2|A1Q2J1B1A2|K1B1A2|A1Q1J1B1A2|K1J1A1B1A2|K1A1B1A2|K1K2B1A2|K1J1Q1A2|B2K1J1A2,33
A1B1A3C1,23,4,6,B1A3C1|A1Q2A3C1|A1Q1A3C1|A1B1A3G1|K1B1A3C1|A1B1A3B2,48,B1A3G1|A1C1|A3C1|B1A3B2|B1A3F1|A1Q1A3G1|D1A1Q1A3C1|A1Q2A3G1|A1Q1A3B2|A1Q2A3B2,54
A1C2,23,2,8,A1B2|A1C1|C2|A1|A1G1|K1A1C2|A1B3|A1B2C2,57,A3G1|K1A1B2|A3C1|A2|B1A2|A3B2|K1A1C1|L1A1B2|B2|K1A2,65
A1Q1A1C1,23,4,7,A1Q1A3C1|A1Q1A1B2|A1Q2A1C1|A1B2A1C1|D1A1Q1A1C1|Q1A1C1|A1Q1K1A1C1,36,A1C1|K1A1C1|A1Q1A3G1|A1Q1K2A2|D1A1Q1A3C1|A1Q2A3C1|A1Q1A3B2|A1Q1A3F1|D1A1Q1A1B2|L1A1C1,43
A3G3,23,2,8,A3G1|A3C1|A3B2|A3F1|A3B3|A3F3|A3H1|B1A3G3,56,B1A3G1|A1B2|A1C1|C2|B1A3C1|A2|B1A2|B1A3B2|B1A3F1|A1,64
B1L1J1B1A2,23,5,3,L1J1B1A2|B2L1J1B1A2|B1K1J1B1A2,19,K1J1B1A2|L1J1A2|A1Q2J1B1A2|B2K1J1B1A2|A1Q1J1B1A2|L1K2B1A2|L1A1B1A2|Q1J1B1A2|L1J1A1B1A2|Q2K1J1B1A2,22
K1A1C2,23,3,7,K1A1B2|K1A1C1|K1A1|K1J1C2|K1J1A1C2|K1K2C2|A1C2,52,A1B2|A1C1|C2|K1J1A2|K1K2A2|L1A1B2|A1|K1J1A1B2|K1A2|K1B1A2,59
U1A2,23,2,10,A2|B1A2|K1A2|K1U1A2|U2A2|L1A2|C2A2|L1U1A2|Q1A2|Q2A2,53,A1B2|A3G1|A1C1|A3C1|C2|K1J1A2|L1J1A2|A3B2|K1K2A2|A1,63
A1B2K1J1B1A2,22,6,6,B2K1J1B1A2|A1P1K1J1B1A2|A1Q2K1J1B1A2|A1Q1K1J1B1A2|A1B2Q1J1B1A2|A1B2K1J1A2,21,K1J1B1A2|A1Q2J1B1A2|A1Q1J1B1A2|A1B2Q1K2B1A2|B2K1J1A2|D1A1Q1K1J1B1A2|A1Q1K1J1A2|Q2K1J1B1A2|A1Q2K1B1A2|D1A1P1K1J1B1A2,27
A1Q2A1B1A2,22,5,4,A1Q2J1B1A2|A1Q2K2B1A2|A1Q2J1A1B1A2|A1Q2K1B1A2,26,A1Q2K2A2|A1Q2A2|A1Q1J1B1A2|A1Q1K2B1A2|K1J1A1B1A2|K1A1B1A2|D1A1Q2J1B1A2|D1A1Q2K2B1A2|A1Q2A1B2|L1A1B1A2,30
A2Q2J1B1A2,22,5,5,A1Q2J1B1A2|A2Q2K2B1A2|Q2J1B1A2|A2Q1J1B1A2|A2Q2J1A2,24,K1J1B1A2|L1J1B1A2|B2K1J1B1A2|A1Q1J1B1A2|A1Q2K2B1A2|D1A1Q2J1B1A2|A1Q2J1A2|Q1J1B1A2|A1Q2K1J1B1A2|Q2K1J1B1A2,29
B1K1A1C1,22,4,4,K1A1C1|B1A1C1|B1K1A1B2|Q2K1A1C1,22,A1C1|K1A1B2|B1A3C1|B1A1B2|L1A1C1|K1J1A1C1|K1A3C1|K1A1|U2A1C1|C2A1C1,26
C2A3F3,22,3,6,C2A3G1|B1A3F3|A3F3|C2A3C1|C2A3F1|C2A3B2,38,B1A3G1|A3G1|A3C1|C2|B1A3C1|A3B2|B1A3B2|B1A3F1|A3F1|A3B3,44
D1A1Q1K1J1A2,22,6,6,D1A1Q1J1A2|D1A1Q1K1A2|D1A1Q1K1B1A2|D1A1Q1K1J1B1A2|A1Q1K1J1A2|D1A1Q2K1J1A2,18,D1A1Q1K2B1A2|D1A1Q1K2A2|D1A1Q1J1B1A2|D1A1Q1A2|D1A1Q2K1A2|A1Q1J1A2|D1A1P1K1J1B1A2|D1A1Q1M1A2|D1A1Q2K1J1B1A2|A1P1K1J1A2,24
D1A1Q2K1J1B1A2,22,7,6,D1A1Q2J1B1A2|D1A1Q1K1J1B1A2|A1Q2K1J1B1A2|D1A1P1K1J1B1A2|D1A1Q2K1B1A2|D1A1Q2K1J1A2,13,D1A1Q1J1B1A2|A1Q2J1B1A2|D1A1Q2K2B1A2|D1A1Q2K1A2|D1A1Q1K1B1A2|A1P1K1J1B1A2|Q2K1J1B1A2|A1Q2K1B1A2|A1B2K1J1B1A2|D1A1Q1K1J1A2,19
K1B1A3C1,22,4,7,B1A3C1|K1A3C1|K1J1A3C1|K1J1B1A3C1|A1B1A3C1|K1B1A3G1|K1B1A3B2,34,B1A3G1|A3C1|B1A3B2|K1A1C1|B1A3F1|K1B1A2|A1Q2A3C1|A1Q1A3C1|B1A3F3|B1A3B3,41
L1J1U1A2,22,4,5,L1J1B1A2|L1J1A2|K1J1U1A2|L1U1A2|L1J1Q1A2,24,K1J1B1A2|K1J1A2|L1K2A2|K1U1A2|L1J1A1B2|L1A2|L1K2B1A2|L1A1B1A2|K1J1Q1A2|U2J1A2,29
A1P1K1J1A2,21,5,5,A1P1K1J1B1A2|A1Q1K1J1A2|A1Q2K1J1A2|A1P1K1B1A2|A1B2K1J1A2,17,K1J1A2|A1Q2J1A2|B2K1J1A2|A1Q1J1A2|A1Q2K1A2|A1Q2K1J1B1A2|A1Q2K1B1A2|D1A1P1K1J1B1A2|P1K1J1B1A2|A1B2K1J1B1A2,22
A1Q1J1A1B1A2,21,6,4,A1Q1J1B1A2|A1Q2J1A1B1A2|D1A1Q1J1A1B1A2|A2Q1J1A1B1A2,15,D1A1Q1J1B1A2|A1Q2J1B1A2|A1Q1K2B1A2|K1J1A1B1A2|A1Q1J1A1B2|Q1J1B1A2|A1Q1J1A2|L1J1A1B1A2|A1Q2A1B1A2|A1Q1K1B1A2,19
A1Q1K1A2,21,4,10,A1Q1K2A2|A1Q1A2|D1A1Q1K1A2|A1Q1J1A2|A1Q2K1A2|A1Q1K1J1A2|A1Q1K1B1A2|Q1K1A2|A1Q1M1A2|A2Q1K1A2,45,D1A1Q1K2A2|A1Q1A3G1|K1A2|A1Q2K2A2|A1Q1A3C1|A1Q1A3B2|D1A1Q1A2|A1Q1A3F1|A1Q2A2|A1Q1J1B1A2,55
A1Q1K1B1A2,21,5,8,A1Q1J1B1A2|A1Q1K2B1A2|D1A1Q1K1B1A2|A1Q1K1J1A2|A1Q2K1B1A2|A1Q1K1A2|A1Q1K1J1B1A2|A1P1K1B1A2,37,D1A1Q1K2B1A2|D1A1Q1J1B1A2|A1Q1K2A2|A1Q2J1B1A2|K1B1A2|A1Q2K2B1A2|A1Q1A2|D1A1Q1K1A2|Q1K2B1A2|A1B1A2,45
A2Q2A2,21,3,5,A1Q2A2|A2Q2K2A2|Q2A2|A2Q1A2|A2Q2J1A2,45,K1J1A2|A2|B1A2|L1J1A2|K1K2A2|K1A2|K1B1A2|L1K2A2|A1Q2K2A2|K1U1A2,50
A3C1A2,21,3,3,A3C1|B1A3C1A2|A1C1A2,49,A3G1|A1C1|K1J1A2|B1A3C1|A2|B1A2|L1J1A2|A3B2|K1K2A2|K1A2,52
B1K1J1B1A2,21,5,6,K1J1B1A2|B2K1J1B1A2|Q2K1J1B1A2|P1K1J1B1A2|B1L1J1B1A2|Q1K1J1B1A2,25,L1J1B1A2|K1J1A2|A1Q2J1B1A2|K1B1A2|A1Q1J1B1A2|K1J1A1B1A2|K1A1B1A2|K1K2B1A2|K1J1Q1A2|B2K1J1A2,31
B2Q1J1B1A2,21,5,7,B2K1J1B1A2|A1Q1J1B1A2|Q1J1B1A2|B2Q1K2B1A2|B2L1J1B1A2|A2Q1J1B1A2|A1B2Q1J1B1A2,25,K1J1B1A2|L1J1B1A2|D1A1Q1J1B1A2|A1Q2J1B1A2|A1Q1K2B1A2|Q1K2B1A2|A1B2Q1K2B1A2|B2K1J1A2|A1Q1J1A2|B2Q1K2A2,32
D1A1Q1J1A1B1A2,21,7,2,D1A1Q1J1B1A2|A1Q1J1A1B1A2,9,D1A1Q1K2B1A2|A1Q1J1B1A2|D1A1Q2J1B1A2|D1A1Q1J1A2|D1A1Q1K1B1A2|D1A1Q1J1A1B2|D1A1Q1K1J1B1A2|A1Q2J1A1B1A2|A2Q1J1A1B1A2,11
K1A1Q1A2,21,4,8,D1A1Q1A2|A1Q1A2|K1A1B1A2|K1J1Q1A2|K1A1Q2A2|K1K2Q1A2|K1A1U1A2|K1A1U2A2,37,K1J1B1A2|K1A1B2|K1J1A2|D1A1Q1K2A2|K1A1C1|K1K2A2|A1Q1K2A2|K1A2|K1B1A2|K1U1A2,45
K1J1A3B2,21,4,5,K1J1A1B2|K1J1A3C1|K1A3B2|K1J1B1A3B2|K1B1A3B2,32,K1J1B1A2|K1A1B2|K1J1A2|A3B2|B1A3B2|A1Q1A3B2|A1Q2A3B2|L1J1A1B2|K1J1A1C1|K1A3C1,37
Q1K1A2,21,3,7,K1A2|Q1K2A2|Q1A2|A1Q1K1A2|Q2K1A2|A2Q1K1A2|B1K1A2,54,K1J1A2|A2|B1A2|L1J1A2|K1K2A2|A1Q1K2A2|K1B1A2|L1K2A2|K1U1A2|U2A2,61
A1B3,20,2,6,A1B2|A1C1|A1|A3B3|A1G1|A1C2,59,A3G1|K1A1B2|A3C1|C2|A2|B1A2|A3B2|K1A1C1|L1A1B2|B2,65
A1Q2K1J1A2,20,5,9,A1Q2J1A2|A1Q2K1A2|A1Q1K1J1A2|A1Q2K1J1B1A2|A1Q2K1B1A2|A1P1K1J1A2|D1A1Q2K1J1A2|Q2K1J1A2|A1B2K1J1A2,24,K1J1A2|A1Q2J1B1A2|A1Q2K2A2|A1Q2A2|A1Q2K2B1A2|D1A1Q2K1A2|B2K1J1A2|A1Q1J1A2|A1P1K1J1B1A2|Q2K1J1B1A2,33
D1A1Q1A1C1,20,5,4,D1A1Q1A3C1|D1A1Q1A1B2|A1Q1A1C1|D1A1Q2A1C1,20,D1A1Q1K2A2|D1A1Q1A3F1|D1A1Q1A3G1|D1A1Q1A3B2|A1Q1A3C1|D1A1Q1A2|A1Q1A1B2|D1A1Q1J1A2|D1A1Q1K1A2|D1A1Q2A3C1,24
D1A1Q2A1C1,20,5,4,D1A1Q2A3C1|D1A1Q2A1B2|A1Q2A1C1|D1A1Q1A1C1,15,D1A1Q1A3C1|A1Q2A3C1|D1A1Q1A1B2|D1A1Q2A2|D1A1Q2A3G1|A1Q2A1B2|D1A1Q2K1A2|D1A1Q2A3B2|D1A1Q2A3F1|D1A1Q2K2A2,19
K1J1B1A3B2,20,5,5,K1J1B1A3G1|K1J1B1A3C1|K1J1A3B2|K1J1B1A3F1|K1B1A3B2,9,K1J1B1A2|B1A3B2|K1J1A1B2|K1J1A3C1|K1A1B1A3G1|K1A3B2|K1B1A3C1|A1B1A3B2|K1B1A3G1,14
K1J1U2A2,20,4,6,K1J1B1A2|K1J1A2|K1U2A2|K1J1Q1A2|K1J1U1A2|K1A1U2A2,36,L1J1B1A2|L1J1A2|K1K2A2|K1J1A1B2|K1A2|K1B1A2|K1U1A2|U2A2|B2K1J1B1A2|K1J1A1B1A2,42
L1J1Q1A2,20,4,4,L1J1B1A2|L1J1A2|K1J1Q1A2|L1J1U1A2,30,K1J1B1A2|K1J1A2|L1K2A2|D1A1Q1A2|L1J1A1B2|L1A2|A1Q1A2|L1K2B1A2|L1A1B1A2|U2J1A2,34
A1B2Q1A3C1,19,5,4,A1Q1A3C1|A1B2Q1A3F1|A1B2Q1A3G1|B2Q1A3C1,17,A1Q1A3G1|D1A1Q1A3C1|A1Q2A3C1|A1Q1A3B2|A1Q1A3F1|Q1A3C1|A1B2A3G1|B2Q1A3G1|B2Q1A3F1|A1B2Q1K2A2,21
A1Q2J1A1C2,19,5,1,A1Q2J1A1B2,10,A1Q2J1B1A2|A1Q2A1B2|A1Q1J1A1B2|A1Q2J1A2|A1Q2A1C1|K1J1A1C2|A1Q2J1A1B1A2|A1Q2K1A1B2|Q2J1A1B2|A1Q1J1A1,11
B1A3B2A2,19,4,2,B1A3B2|B1A3C1A2,22,B1A3G1|B1A3C1|B1A2|A3B2|B1A3F1|B1A3F3|B1A1B2|B1A3B3|A1B2A2|C2A3B2,24
B1A3C1A2,19,4,3,B1A3C1|A3C1A2|B1A3B2A2,19,B1A3G1|A3C1|B1A2|B1A3B2|B1A3F1|B1A3F3|B1A3B3|K1A3C1|C2A3C1|B1A1C1,22
B2Q1A3C1,19,4,6,A1Q1A3C1|Q1A3C1|B2Q1A3G1|B2Q1A3F1|A2Q1A3C1|A1B2Q1A3C1,29,A3C1|B1A3C1|A1Q1A3G1|D1A1Q1A3C1|A1Q2A3C1|A1Q1A3B2|A1Q1A3F1|Q1A3G1|K1A3C1|C2A3C1,35
D1A1Q1A3B3,19,5,5,D1A1Q1A3F1|D1A1Q1A3G1|D1A1Q1A3B2|D1A1Q1A3C1|A1Q1A3B3,19,D1A1Q1K2A2|A1Q1A3G1|A1Q1A3C1|A1Q1A3B2|D1A1Q1A2|A1Q1A3F1|D1A1Q1A1B2|D1A1Q2A3G1|D1A1Q1J1A2|D1A1Q1K1A2,24
Q1A1C1,19,3,12,A1C1|K1A1C1|L1A1C1|B1A1C1|Q1A3C1|U2A1C1|C2A1C1|B2A1C1|Q1A1B2|A1Q1A1C1,48,A1B2|K1A1B2|A3C1|B1A3C1|L1A1B2|A1|C1|D1A1B2|A1Q1A3C1|L1A1,60
Q2K1A2,19,3,7,K1A2|A1Q2K1A2|Q1K1A2|B1K1A2|Q2A2|Q2K2A2|Q2K1J1A2,51,K1J1A2|A2|B1A2|L1J1A2|K1K2A2|K1B1A2|L1K2A2|A1Q2K2A2|K1U1A2|U2A2,58
A1B2Q1A2,18,4,5,A1Q1A2|A1B2A2|A1B2Q1K2A2|B2Q1A2|A1B2B1A2,29,A1B2|A1Q1K2A2|A1Q2K2A2|D1A1Q1A2|A1Q2A2|K1J1Q1A2|A1B1A2|A1B2Q1K2B1A2|A1B2A3G1|A1Q2J1A2,34
A1Q1K1J1B1A2,18,6,8,A1Q1J1B1A2|A1P1K1J1B1A2|D1A1Q1K1J1B1A2|A1Q1K1J1A2|A1Q2K1J1B1A2|A1B2K1J1B1A2|A1Q1K1B1A2|Q1K1J1B1A2,24,K1J1B1A2|D1A1Q1J1B1A2|A1Q2J1B1A2|B2K1J1B1A2|A1Q1K2B1A2|D1A1Q1K1B1A2|Q1J1B1A2|A1Q1J1A2|Q2K1J1B1A2|A1Q2K1B1A2,32
A1Q2A3F3,18,4,6,A1Q2A3G1|A1Q2A3C1|A1Q2A3B2|A1Q2A3F1|A1Q2A3B3|A1Q1A3F3,29,A1Q1A3G1|A1Q2K2A2|A1Q1A3C1|A1Q1A3B2|A1Q1A3F1|A1Q2A2|B1A3F3|D1A1Q2A3G1|A3F3|A1Q2A1B2,35
K1J1B1A3F1,18,5,3,K1J1B1A3G1|K1J1B1A3C1|K1J1B1A3B2,9,K1J1B1A2|B1A3F1|K1J1A3C1|K1A1B1A3G1|K1B1A3C1|K1J1A3B2|K1B1A3G1|K1B1A3B2|K1A3F1,12
L1J1A3C1,18,4,3,K1J1A3C1|L1J1A1C1|L1A3C1,25,A3C1|L1J1B1A2|B1A3C1|L1J1A2|A1Q2A3C1|A1Q1A3C1|L1J1A1B2|L1A1C1|K1J1A1C1|K1A3C1,28
L1U2A2,18,3,7,L1J1A2|L1K2A2|U2A2|L1A2|K1U2A2|L1U1A2|L1B1A2,41,L1J1B1A2|K1J1A2|A2|B1A2|K1K2A2|L1A1B2|K1A2|K1B1A2|K1U1A2|A1Q2A2,48
A1Q1M1A2,17,4,5,A1Q1K2A2|A1Q1A2|A1Q1J1A2|D1A1Q1M1A2|A1Q1K1A2,37,D1A1Q1K2A2|A1Q1A3G1|A1Q2K2A2|A1Q1A3C1|A1Q1A3B2|D1A1Q1A2|A1Q1A3F1|A1Q2A2|A1Q1J1B1A2|A1Q1K2B1A2,42
A2Q1K1A2,17,4,4,A2Q1K2A2|A1Q1K1A2|Q1K1A2|A2Q1A2,24,A1Q1K2A2|K1A2|A1Q1A2|D1A1Q1K1A2|A2Q1A3G1|Q1K2A2|A1Q1J1A2|B2Q1K2A2|A1Q2K1A2|A1Q1K1J1A2,28
A2Q2A3C1,17,4,4,A1Q2A3C1|A2Q2A3G1|Q2A3C1|A2Q1A3C1,28,A3C1|B1A3C1|A1Q2A3G1|A1Q1A3C1|A1Q2A3B2|A1Q2A3F1|K1A3C1|C2A3C1|D1A1Q2A3C1|Q1A3C1,32
B1K1A2,17,3,4,B1A2|K1A2|Q1K1A2|Q2K1A2,56,B1A3G1|K1J1A2|B1A3C1|A2|L1J1A2|B1A3B2|B1A3F1|K1K2A2|K1B1A2|L1K2A2,60
D1A1Q2J1A2,17,5,7,D1A1Q2A2|D1A1Q2J1B1A2|D1A1Q1J1A2|D1A1Q2K1A2|A1Q2J1A2|D1A1Q2K2A2|D1A1Q2K1J1A2,26,D1A1Q1K2A2|D1A1Q1J1B1A2|A1Q2J1B1A2|A1Q2K2A2|D1A1Q1A2|A1Q2A2|D1A1Q2A3G1|D1A1Q2K2B1A2|D1A1Q1K1A2|D1A1Q2A3B2,33
D1A1Q2K1B1A2,17,6,7,D1A1Q2J1B1A2|D1A1Q2K2B1A2|D1A1Q2K1A2|D1A1Q1K1B1A2|A1Q2K1B1A2|D1A1Q2K1J1B1A2|D1A1Q2K1J1A2,19,D1A1Q1K2B1A2|D1A1Q1J1B1A2|A1Q2J1B1A2|A1Q2K2B1A2|D1A1Q2A2|D1A1Q1K1A2|D1A1Q2K2A2|D1A1Q1K1J1B1A2|A1Q2K1A2|A1Q2K1J1B1A2,26
K1K2Q1A2,17,4,4,K1K2A2|K1K2B1A2|K1J1Q1A2|K1A1Q1A2,28,K1J1B1A2|K1J1A2|K1A2|K1B1A2|L1K2A2|D1A1Q1A2|K1U1A2|A1Q1A2|K1A1B1A2|K1U2A2,32
K1U1J1A2,17,4,2,K1J1A2|K1U1A2,27,K1J1B1A2|L1J1A2|K1K2A2|K1A2|K1B1A2|K1A1B1A2|K1U2A2|K1J1A1|K1K2B1A2|K1J1Q1A2,29
L1J1,17,2,4,L1J1A2|L1A1|L1A2|L1J1A1,49,A1B2|A3G1|A1C1|A3C1|L1J1B1A2|C2|K1J1A2|A2|B1A2|A3B2,53
Q2A2,17,2,12,A2|B1A2|K1A2|U2A2|A1Q2A2|L1A2|C2A2|Q1A2|U1A2|A2Q2A2,61,A1B2|A3G1|A1C1|A3C1|C2|K1J1A2|L1J1A2|A3B2|K1K2A2|A1,73
Q2K2A2,17,3,7,K1K2A2|L1K2A2|A1Q2K2A2|Q1K2A2|A2Q2K2A2|Q2K1A2|Q2A2,53,K1J1A2|A2|B1A2|L1J1A2|A1Q1K2A2|K1A2|K1B1A2|K1U1A2|U2A2|A1Q2A2,60
A1B1A3B2,16,4,6,B1A3B2|A1Q1A3B2|A1Q2A3B2|A1B1A3G1|A1B1A3C1|K1B1A3B2,44,B1A3G1|A1B2|B1A3C1|A3B2|B1A3F1|A1Q1A3G1|D1A1Q1A3B2|A1Q2A3G1|A1Q2A3C1|A1Q1A3C1,50
A1B2C2,16,3,3,A1B2|A1B2A2|A1C2,32,A1C1|K1A1B2|C2|A3B2|L1A1B2|A1|B2|D1A1B2|A1Q2A2|B1A1B2,35
A1Q1A3F3,16,4,6,A1Q1A3G1|A1Q1A3C1|A1Q1A3B2|A1Q1A3F1|A1Q1A3B3|A1Q2A3F3,40,D1A1Q1A3F1|D1A1Q1A3G1|D1A1Q1A3B2|A1Q1K2A2|D1A1Q1A3C1|A1Q2A3G1|A1Q2A3C1|A1Q2A3B2|B1A3F3|A1Q2A3F1,46
A2Q1J1B1A2,16,5,6,A1Q1J1B1A2|Q1J1B1A2|A2Q1K2B1A2|A2Q2J1B1A2|B2Q1J1B1A2|A2Q1J1A1B1A2,26,K1J1B1A2|L1J1B1A2|D1A1Q1J1B1A2|A1Q2J1B1A2|B2K1J1B1A2|A1Q1K2B1A2|A2Q1K2A2|Q1K2B1A2|A1Q1J1A2|B2Q1K2B1A2,32
B1K1A1B2,16,4,4,K1A1B2|B1A1B2|B1K1A1C1|Q1K1A1B2,28,A1B2|B1A3B2|K1A1C1|L1A1B2|K1J1A1B2|D1A1B2|L1J1A1B2|A1Q1A1B2|A1Q2A1B2|K1A1,32
B2B1A2,16,3,6,B1A2|K1B1A2|A1B1A2|L1B1A2|B2Q1A2|A1B2B1A2,51,K1J1B1A2|L1J1B1A2|K1J1A2|A2|L1J1A2|K1K2A2|B2|K1A2|L1K2A2|K1U1A2,57
C1A1B2,16,3,12,A1B2|K1A1B2|L1A1B2|D1A1B2|B1A1B2|C2A1B2|U2A1B2|Q2A1B2|Q1A1B2|B2A1B2,42,A1C1|A3B2|B1A3B2|K1A1C1|A1|B2|K1J1A1B2|C1|L1A1|L1J1A1B2,54
K1A1U1A2,16,4,6,K1U1A2|K1A1B1A2|K1J1U1A2|K1A1Q2A2|K1A1Q1A2|K1A1U2A2,29,K1J1B1A2|K1A1B2|K1J1A2|K1A1C1|K1K2A2|K1A2|K1B1A2|D1A1Q1A2|A1Q2A2|A1Q1A2,35
